sku,nombre,imagen,precio,frecuencia,inventario_tipo,categoria,existencias,descripcion,precio_original,modelo_caja,descuento,tamano_altavoz,caracteristicas
"CI-002","Cigarros Davidoff Classic","assets/img/cigarros-1024x576.webp","115","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","155","CI-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-003","Sobranie Black Russian (20)","assets/img/cigarros-1024x576.webp","180","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","243","CI-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-004","Cigarros Nat Sherman Classic","assets/img/cigarros-1024x576.webp","140","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","189","CI-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-005","Cigarros Camel Turkish Gold","assets/img/cigarros-1024x576.webp","110","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","148","CI-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-006","Cigarros Lucky Strike USA","assets/img/cigarros-1024x576.webp","100","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","135","CI-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-007","Cigarros Marlboro Gold Virginia","assets/img/cigarros-1024x576.webp","105","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","141","CI-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-008","Cigarros Winston Classic","assets/img/cigarros-1024x576.webp","95","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","128","CI-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-009","Cigarros Kent Blue","assets/img/cigarros-1024x576.webp","98","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","132","CI-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-010","Cigarros Gauloises Blondes","assets/img/cigarros-1024x576.webp","115","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","155","CI-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-011","Cigarros Gitanes Caporal","assets/img/cigarros-1024x576.webp","130","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","175","CI-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-012","Cigarros Rothmans King Size","assets/img/cigarros-1024x576.webp","90","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","121","CI-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-013","Cigarros John Player Special","assets/img/cigarros-1024x576.webp","110","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","148","CI-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-014","Cigarros L&M Red","assets/img/cigarros-1024x576.webp","85","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","114","CI-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-015","Cigarros Parliament Night","assets/img/cigarros-1024x576.webp","125","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","168","CI-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-016","Cigarros Vogue Lilas","assets/img/cigarros-1024x576.webp","120","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","162","CI-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-017","Cigarros Virginia Slims","assets/img/cigarros-1024x576.webp","115","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","155","CI-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-018","Cigarros Seneca Red","assets/img/cigarros-1024x576.webp","80","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","108","CI-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-019","Cigarros Pall Mall Export","assets/img/cigarros-1024x576.webp","95","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","128","CI-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CI-020","Sobranie Cocktail Menthol","assets/img/cigarros-1024x576.webp","185","Inmediato","Outlet","cigarros-importados","12","Producto premium de la categoría Cigarros Importados en liquidación y oferta.","249","CI-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-001","Cigarros Marlboro Ice Fusion","assets/img/cigarros-1024x576.webp","82","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","110","CM-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-002","Cigarros Camel Activate (20)","assets/img/cigarros-1024x576.webp","80","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","108","CM-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-003","Cigarros Benson Menthol (20)","assets/img/cigarros-1024x576.webp","84","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","113","CM-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-004","Cigarros Pall Mall MyMix (20)","assets/img/cigarros-1024x576.webp","76","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","102","CM-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-005","Lucky Strike Double Click (20)","assets/img/cigarros-1024x576.webp","78","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","105","CM-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-006","Cigarros Marlboro Mega Ice (20)","assets/img/cigarros-1024x576.webp","82","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","110","CM-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-007","Cigarros Benson Crystal (20)","assets/img/cigarros-1024x576.webp","84","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","113","CM-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-008","Cigarros Winston Breeze (20)","assets/img/cigarros-1024x576.webp","76","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","102","CM-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-009","Cigarros Lucky Strike Wild (20)","assets/img/cigarros-1024x576.webp","78","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","105","CM-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-010","Pall Mall XL Menthol (20)","assets/img/cigarros-1024x576.webp","76","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","102","CM-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-011","Cigarros Marlboro Velvet (20)","assets/img/cigarros-1024x576.webp","82","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","110","CM-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-012","Cigarros Camel Purple Click","assets/img/cigarros-1024x576.webp","80","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","108","CM-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-013","Cigarros Benson Green (20)","assets/img/cigarros-1024x576.webp","84","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","113","CM-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-014","Cigarros Lucky Strike Fresh","assets/img/cigarros-1024x576.webp","78","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","105","CM-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-015","Cigarros Pall Mall Click (20)","assets/img/cigarros-1024x576.webp","76","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","102","CM-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-016","Marlboro Double Fusion (20)","assets/img/cigarros-1024x576.webp","82","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","110","CM-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-017","Cigarros Winston Click (20)","assets/img/cigarros-1024x576.webp","76","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","102","CM-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-018","Cigarros Camel Forest Click","assets/img/cigarros-1024x576.webp","80","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","108","CM-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-019","Benson & Hedges Black (20)","assets/img/cigarros-1024x576.webp","84","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","113","CM-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CM-020","Cigarros Lucky Strike Ruby Click","assets/img/cigarros-1024x576.webp","78","Inmediato","Outlet","cigarros-mentolados","12","Producto premium de la categoría Mentolados y Cápsula en liquidación y oferta.","105","CM-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-001","Puro Santa Clara 1830 Robusto","assets/img/cigarros-1024x576.webp","150","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","202","PM-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-002","Puro Te-Amo Robusto Clásico","assets/img/cigarros-1024x576.webp","120","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","162","PM-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-003","Puro Magnates Veracruzano","assets/img/cigarros-1024x576.webp","180","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","243","PM-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-004","Puro Joya de San Andrés","assets/img/cigarros-1024x576.webp","140","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","189","PM-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-005","Puro A. Turrent Clásico Maduro","assets/img/cigarros-1024x576.webp","160","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","216","PM-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-006","Puro Casa Turrent Serie 1901","assets/img/cigarros-1024x576.webp","220","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","297","PM-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-007","Puro Te-Amo Cuba Blend","assets/img/cigarros-1024x576.webp","130","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","175","PM-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-008","Puro Santa Clara Maduro Toro","assets/img/cigarros-1024x576.webp","170","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","229","PM-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-009","Puro Irene San Andrés","assets/img/cigarros-1024x576.webp","110","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","148","PM-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-010","Puro Te-Amo Honduras Blend","assets/img/cigarros-1024x576.webp","130","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","175","PM-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-011","Puro Turrent Serie 1942 Torpedo","assets/img/cigarros-1024x576.webp","250","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","337","PM-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-012","Puro Veracruz Especial Corona","assets/img/cigarros-1024x576.webp","95","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","128","PM-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-013","Puro Don Chicho Robusto","assets/img/cigarros-1024x576.webp","140","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","189","PM-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-014","Puro Santa Clara Gran Reserva","assets/img/cigarros-1024x576.webp","210","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","283","PM-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-015","Puro Te-Amo Nicaragua Blend","assets/img/cigarros-1024x576.webp","130","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","175","PM-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-016","Puro Joya Huasteca Churchill","assets/img/cigarros-1024x576.webp","160","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","216","PM-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-017","Puro Don Jose Torpedo Lujo","assets/img/cigarros-1024x576.webp","180","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","243","PM-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-018","Puro Casa Turrent Serie 1973","assets/img/cigarros-1024x576.webp","220","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","297","PM-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-019","Puro Te-Amo World Selection","assets/img/cigarros-1024x576.webp","150","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","202","PM-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PM-020","Puro Santa Clara Special Edition","assets/img/cigarros-1024x576.webp","260","Inmediato","Outlet","puros-mexicanos","12","Producto premium de la categoría Puros Mexicanos en liquidación y oferta.","351","PM-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-001","Puro Cohiba Siglo II Cuba","assets/img/cigarros-1024x576.webp","850","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1147","PI-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-002","Puro Montecristo No. 4 Cuba","assets/img/cigarros-1024x576.webp","650","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","877","PI-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-003","Puro Romeo y Julieta No. 2","assets/img/cigarros-1024x576.webp","450","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","607","PI-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-004","Puro Partagas Serie D No. 4","assets/img/cigarros-1024x576.webp","750","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1012","PI-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-005","Puro Davidoff Signature 2000","assets/img/cigarros-1024x576.webp","550","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","742","PI-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-006","Puro Arturo Fuente Gran Reserva","assets/img/cigarros-1024x576.webp","380","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","513","PI-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-007","Puro Padron Series 3000 Maduro","assets/img/cigarros-1024x576.webp","420","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","567","PI-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-008","Puro Macanudo Cafe Hyde Park","assets/img/cigarros-1024x576.webp","320","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","432","PI-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-009","Puro Oliva Serie V Melanio","assets/img/cigarros-1024x576.webp","480","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","648","PI-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-010","Puro Hoyo de Monterrey Epicure","assets/img/cigarros-1024x576.webp","680","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","918","PI-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-011","Puro Bolivar Royal Coronas Cuba","assets/img/cigarros-1024x576.webp","720","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","972","PI-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-012","Puro H. Upmann Half Corona Cuba","assets/img/cigarros-1024x576.webp","350","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","472","PI-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-013","Puro Punch Punch Cuba Corona","assets/img/cigarros-1024x576.webp","590","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","796","PI-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-014","Puro Trinidad Vigia Cuba Toro","assets/img/cigarros-1024x576.webp","920","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1242","PI-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-015","Puro Ramon Allones Specially Sel","assets/img/cigarros-1024x576.webp","650","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","877","PI-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-016","Puro Cohiba Robusto Premium","assets/img/cigarros-1024x576.webp","1200","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1620","PI-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-017","Puro Montecristo Double Edmundo","assets/img/cigarros-1024x576.webp","950","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1282","PI-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-018","Puro Davidoff Winston Churchill","assets/img/cigarros-1024x576.webp","780","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1053","PI-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-019","Puro Padron 1964 Anniversary","assets/img/cigarros-1024x576.webp","890","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1201","PI-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PI-020","Puro Romeo y Julieta Churchill","assets/img/cigarros-1024x576.webp","850","Inmediato","Outlet","puros-importados","12","Producto premium de la categoría Puros Importados en liquidación y oferta.","1147","PI-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-001","Tabaco Golden Virginia 50g","assets/img/cigarros-1024x576.webp","280","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","378","TL-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-002","Tabaco Drum Original 40g","assets/img/cigarros-1024x576.webp","250","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","337","TL-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-003","Tabaco Pueblo Natural 30g","assets/img/cigarros-1024x576.webp","195","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","263","TL-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-004","Tabaco American Spirit Organic","assets/img/cigarros-1024x576.webp","260","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","351","TL-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-005","Tabaco Mac Baren Halfzware 30g","assets/img/cigarros-1024x576.webp","210","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","283","TL-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-006","Tabaco Samson Blue 40g","assets/img/cigarros-1024x576.webp","240","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","324","TL-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-007","Tabaco Chesterfield RYO 30g","assets/img/cigarros-1024x576.webp","180","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","243","TL-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"TL-008","Tabaco Marlboro Red 30g","assets/img/cigarros-1024x576.webp","190","Inmediato","Outlet","tabaco-liar","12","Producto premium de la categoría Tabaco para Liar en liquidación y oferta.","256","TL-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
